Occupation,Code,Vulnerability_Median_2024,Vulnerability_p05_2024,Vulnerability_p95_2024,Vulnerability_Median_2025,Vulnerability_p05_2025,Vulnerability_p95_2025,Vulnerability_Median_2026,Vulnerability_p05_2026,Vulnerability_p95_2026,Vulnerability_Median_2027,Vulnerability_p05_2027,Vulnerability_p95_2027,Vulnerability_Median_2028,Vulnerability_p05_2028,Vulnerability_p95_2028,Vulnerability_Median_2029,Vulnerability_p05_2029,Vulnerability_p95_2029,Vulnerability_Median_2030,Vulnerability_p05_2030,Vulnerability_p95_2030,Vulnerability_Median_2031,Vulnerability_p05_2031,Vulnerability_p95_2031,Vulnerability_Median_2032,Vulnerability_p05_2032,Vulnerability_p95_2032,Vulnerability_Median_2033,Vulnerability_p05_2033,Vulnerability_p95_2033,Vulnerability_Median_2034,Vulnerability_p05_2034,Vulnerability_p95_2034,Vulnerability_Median_2035,Vulnerability_p05_2035,Vulnerability_p95_2035,Country,Capacity_Score,Adoption_Multiplier,Adjusted_Vulnerability_Median_2024,Adjusted_Vulnerability_p05_2024,Adjusted_Vulnerability_p95_2024,Adjusted_Vulnerability_Median_2025,Adjusted_Vulnerability_p05_2025,Adjusted_Vulnerability_p95_2025,Adjusted_Vulnerability_Median_2026,Adjusted_Vulnerability_p05_2026,Adjusted_Vulnerability_p95_2026,Adjusted_Vulnerability_Median_2027,Adjusted_Vulnerability_p05_2027,Adjusted_Vulnerability_p95_2027,Adjusted_Vulnerability_Median_2028,Adjusted_Vulnerability_p05_2028,Adjusted_Vulnerability_p95_2028,Adjusted_Vulnerability_Median_2029,Adjusted_Vulnerability_p05_2029,Adjusted_Vulnerability_p95_2029,Adjusted_Vulnerability_Median_2030,Adjusted_Vulnerability_p05_2030,Adjusted_Vulnerability_p95_2030,Adjusted_Vulnerability_Median_2031,Adjusted_Vulnerability_p05_2031,Adjusted_Vulnerability_p95_2031,Adjusted_Vulnerability_Median_2032,Adjusted_Vulnerability_p05_2032,Adjusted_Vulnerability_p95_2032,Adjusted_Vulnerability_Median_2033,Adjusted_Vulnerability_p05_2033,Adjusted_Vulnerability_p95_2033,Adjusted_Vulnerability_Median_2034,Adjusted_Vulnerability_p05_2034,Adjusted_Vulnerability_p95_2034,Adjusted_Vulnerability_Median_2035,Adjusted_Vulnerability_p05_2035,Adjusted_Vulnerability_p95_2035
Art Directors,27-1011.00,0.6589796511627907,0.6589796511627907,0.6589796511627907,0.7115406976744185,0.6980467948952673,0.7115406976744185,0.7079829941860465,0.7079829941860465,0.7079829941860465,0.7044430792151162,0.7044430792151162,0.7044430792151162,0.7009208638190406,0.7009208638190406,0.7009208638190406,0.6974162594999455,0.6974162594999455,0.6974162594999455,0.6939291782024457,0.6939291782024457,0.6939291782024457,0.6904595323114334,0.6904595323114334,0.6904595323114334,0.6870072346498762,0.6870072346498762,0.6870072346498762,0.6835721984766269,0.6835721984766269,0.6835721984766269,0.6801543374842438,0.6801543374842438,0.6801543374842438,0.6767535657968226,0.6767535657968226,0.6767535657968226,India,0.5231498010636668,0.9346859838242358,0.6589796511627907,0.6589796511627907,0.6589796511627907,0.7115406976744185,0.6980467948952673,0.7115406976744185,0.7079829941860465,0.7079829941860465,0.7079829941860465,0.7044430792151162,0.7044430792151162,0.7044430792151162,0.7009208638190406,0.7009208638190406,0.7009208638190406,0.6974162594999455,0.6974162594999455,0.6974162594999455,0.6939291782024457,0.6939291782024457,0.6939291782024457,0.6904595323114334,0.6904595323114334,0.6904595323114334,0.6904595323114334,0.6904595323114334,0.6904595323114334,0.6870072346498762,0.6870072346498762,0.6870072346498762,0.6835721984766269,0.6835721984766269,0.6835721984766269,0.6801543374842438,0.6801543374842438,0.6801543374842438
Art Therapists,29-1129.01,0.7478722558139534,0.7478722558139534,0.7478722558139534,0.807523488372093,0.7933183559742318,0.807523488372093,0.8034858709302326,0.8034858709302326,0.8034858709302326,0.7994684415755814,0.7994684415755814,0.7994684415755814,0.7954710993677034,0.7954710993677034,0.7954710993677034,0.791493743870865,0.791493743870865,0.791493743870865,0.7875362751515107,0.7875362751515107,0.7875362751515107,0.783598593775753,0.783598593775753,0.783598593775753,0.7796806008068743,0.7796806008068743,0.7796806008068743,0.7757821978028399,0.7757821978028399,0.7757821978028399,0.7719032868138257,0.7719032868138257,0.7719032868138257,0.7680437703797566,0.7680437703797566,0.7680437703797566,India,0.5231498010636668,0.9346859838242358,0.7478722558139534,0.7478722558139534,0.7478722558139534,0.807523488372093,0.7933183559742318,0.807523488372093,0.8034858709302326,0.8034858709302326,0.8034858709302326,0.7994684415755814,0.7994684415755814,0.7994684415755814,0.7954710993677034,0.7954710993677034,0.7954710993677034,0.791493743870865,0.791493743870865,0.791493743870865,0.7875362751515107,0.7875362751515107,0.7875362751515107,0.783598593775753,0.783598593775753,0.783598593775753,0.783598593775753,0.783598593775753,0.783598593775753,0.7796806008068743,0.7796806008068743,0.7796806008068743,0.7757821978028399,0.7757821978028399,0.7757821978028399,0.7719032868138257,0.7719032868138257,0.7719032868138257
"Art, Drama, and Music Teachers, Postsecondary",25-1121.00,0.7945901627906976,0.7945901627906976,0.7945901627906976,0.8579676744186047,0.8416912577827572,0.8579676744186047,0.8536778360465116,0.8536778360465116,0.8536778360465116,0.8494094468662791,0.8494094468662791,0.8494094468662791,0.8451623996319476,0.8451623996319476,0.8451623996319476,0.8409365876337879,0.8409365876337879,0.8409365876337879,0.836731904695619,0.836731904695619,0.836731904695619,0.8325482451721409,0.8325482451721409,0.8325482451721409,0.8283855039462802,0.8283855039462802,0.8283855039462802,0.8242435764265487,0.8242435764265487,0.8242435764265487,0.8201223585444161,0.8201223585444161,0.8201223585444161,0.8160217467516939,0.8160217467516939,0.8160217467516939,India,0.5231498010636668,0.9346859838242358,0.7945901627906976,0.7945901627906976,0.7945901627906976,0.8579676744186047,0.8416912577827572,0.8579676744186047,0.8536778360465116,0.8536778360465116,0.8536778360465116,0.8494094468662791,0.8494094468662791,0.8494094468662791,0.8451623996319476,0.8451623996319476,0.8451623996319476,0.8409365876337879,0.8409365876337879,0.8409365876337879,0.836731904695619,0.836731904695619,0.836731904695619,0.8325482451721409,0.8325482451721409,0.8325482451721409,0.8325482451721409,0.8325482451721409,0.8325482451721409,0.8283855039462802,0.8283855039462802,0.8283855039462802,0.8242435764265487,0.8242435764265487,0.8242435764265487,0.8201223585444161,0.8201223585444161,0.8201223585444161
Astronomers,19-2011.00,0.7607303953488371,0.7607303953488371,0.7607303953488371,0.8214072093023256,0.8060174675861352,0.8214072093023256,0.8173001732558139,0.8173001732558139,0.8173001732558139,0.8132136723895349,0.8132136723895349,0.8132136723895349,0.8091476040275871,0.8091476040275871,0.8091476040275871,0.8051018660074493,0.8051018660074493,0.8051018660074493,0.801076356677412,0.801076356677412,0.801076356677412,0.7970709748940249,0.7970709748940249,0.7970709748940249,0.7930856200195547,0.7930856200195547,0.7930856200195547,0.7891201919194569,0.7891201919194569,0.7891201919194569,0.7851745909598598,0.7851745909598598,0.7851745909598598,0.7812487180050603,0.7812487180050603,0.7812487180050603,India,0.5231498010636668,0.9346859838242358,0.7607303953488371,0.7607303953488371,0.7607303953488371,0.8214072093023256,0.8060174675861352,0.8214072093023256,0.8173001732558139,0.8173001732558139,0.8173001732558139,0.8132136723895349,0.8132136723895349,0.8132136723895349,0.8091476040275871,0.8091476040275871,0.8091476040275871,0.8051018660074493,0.8051018660074493,0.8051018660074493,0.801076356677412,0.801076356677412,0.801076356677412,0.7970709748940249,0.7970709748940249,0.7970709748940249,0.7970709748940249,0.7970709748940249,0.7970709748940249,0.7930856200195547,0.7930856200195547,0.7930856200195547,0.7891201919194569,0.7891201919194569,0.7891201919194569,0.7851745909598598,0.7851745909598598,0.7851745909598598
Athletes and Sports Competitors,27-2021.00,0.596360511627907,0.596360511627907,0.596360511627907,0.6439269767441861,0.6327494575031049,0.6439269767441861,0.6407073418604652,0.6407073418604652,0.6407073418604652,0.6375038051511629,0.6375038051511629,0.6375038051511629,0.634316286125407,0.634316286125407,0.634316286125407,0.63114470469478,0.63114470469478,0.63114470469478,0.6279889811713061,0.6279889811713061,0.6279889811713061,0.6248490362654495,0.6248490362654495,0.6248490362654495,0.6217247910841223,0.6217247910841223,0.6217247910841223,0.6186161671287016,0.6186161671287016,0.6186161671287016,0.6155230862930582,0.6155230862930582,0.6155230862930582,0.6124454708615928,0.6124454708615928,0.6124454708615928,India,0.5231498010636668,0.9346859838242358,0.596360511627907,0.596360511627907,0.596360511627907,0.6439269767441861,0.6327494575031049,0.6439269767441861,0.6407073418604652,0.6407073418604652,0.6407073418604652,0.6375038051511629,0.6375038051511629,0.6375038051511629,0.634316286125407,0.634316286125407,0.634316286125407,0.63114470469478,0.63114470469478,0.63114470469478,0.6279889811713061,0.6279889811713061,0.6279889811713061,0.6248490362654495,0.6248490362654495,0.6248490362654495,0.6248490362654495,0.6248490362654495,0.6248490362654495,0.6217247910841223,0.6217247910841223,0.6217247910841223,0.6186161671287016,0.6186161671287016,0.6186161671287016,0.6155230862930582,0.6155230862930582,0.6155230862930582
Athletic Trainers,29-9091.00,0.6589796511627907,0.6589796511627907,0.6589796511627907,0.7115406976744185,0.6980467948952673,0.7115406976744185,0.7079829941860465,0.7079829941860465,0.7079829941860465,0.7044430792151162,0.7044430792151162,0.7044430792151162,0.7009208638190406,0.7009208638190406,0.7009208638190406,0.6974162594999455,0.6974162594999455,0.6974162594999455,0.6939291782024457,0.6939291782024457,0.6939291782024457,0.6904595323114334,0.6904595323114334,0.6904595323114334,0.6870072346498762,0.6870072346498762,0.6870072346498762,0.6835721984766269,0.6835721984766269,0.6835721984766269,0.6801543374842438,0.6801543374842438,0.6801543374842438,0.6767535657968226,0.6767535657968226,0.6767535657968226,India,0.5231498010636668,0.9346859838242358,0.6589796511627907,0.6589796511627907,0.6589796511627907,0.7115406976744185,0.6980467948952673,0.7115406976744185,0.7079829941860465,0.7079829941860465,0.7079829941860465,0.7044430792151162,0.7044430792151162,0.7044430792151162,0.7009208638190406,0.7009208638190406,0.7009208638190406,0.6974162594999455,0.6974162594999455,0.6974162594999455,0.6939291782024457,0.6939291782024457,0.6939291782024457,0.6904595323114334,0.6904595323114334,0.6904595323114334,0.6904595323114334,0.6904595323114334,0.6904595323114334,0.6870072346498762,0.6870072346498762,0.6870072346498762,0.6835721984766269,0.6835721984766269,0.6835721984766269,0.6801543374842438,0.6801543374842438,0.6801543374842438
Atmospheric and Space Scientists,19-2021.00,0.7300948837209302,0.7300948837209302,0.7300948837209302,0.789613488372093,0.7746731557469738,0.789613488372093,0.7856654209302326,0.7856654209302326,0.7856654209302326,0.7817370938255814,0.7817370938255814,0.7817370938255814,0.7778284083564534,0.7778284083564534,0.7778284083564534,0.7739392663146712,0.7739392663146712,0.7739392663146712,0.7700695699830978,0.7700695699830978,0.7700695699830978,0.7662192221331823,0.7662192221331823,0.7662192221331823,0.7623881260225164,0.7623881260225164,0.7623881260225164,0.7585761853924038,0.7585761853924038,0.7585761853924038,0.7547833044654418,0.7547833044654418,0.7547833044654418,0.7510093879431146,0.7510093879431146,0.7510093879431146,India,0.5231498010636668,0.9346859838242358,0.7300948837209302,0.7300948837209302,0.7300948837209302,0.789613488372093,0.7746731557469738,0.789613488372093,0.7856654209302326,0.7856654209302326,0.7856654209302326,0.7817370938255814,0.7817370938255814,0.7817370938255814,0.7778284083564534,0.7778284083564534,0.7778284083564534,0.7739392663146712,0.7739392663146712,0.7739392663146712,0.7700695699830978,0.7700695699830978,0.7700695699830978,0.7662192221331823,0.7662192221331823,0.7662192221331823,0.7662192221331823,0.7662192221331823,0.7662192221331823,0.7623881260225164,0.7623881260225164,0.7623881260225164,0.7585761853924038,0.7585761853924038,0.7585761853924038,0.7547833044654418,0.7547833044654418,0.7547833044654418
"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",25-1051.00,0.8111771627906976,0.8111771627906976,0.8111771627906976,0.8758776744186046,0.8592614890121616,0.8758776744186046,0.8714982860465117,0.8714982860465117,0.8714982860465117,0.8671407946162791,0.8671407946162791,0.8671407946162791,0.8628050906431977,0.8628050906431977,0.8628050906431977,0.8584910651899816,0.8584910651899816,0.8584910651899816,0.8541986098640317,0.8541986098640317,0.8541986098640317,0.8499276168147115,0.8499276168147115,0.8499276168147115,0.845677978730638,0.845677978730638,0.845677978730638,0.8414495888369848,0.8414495888369848,0.8414495888369848,0.8372423408927999,0.8372423408927999,0.8372423408927999,0.8330561291883358,0.8330561291883358,0.8330561291883358,India,0.5231498010636668,0.9346859838242358,0.8111771627906976,0.8111771627906976,0.8111771627906976,0.8758776744186046,0.8592614890121616,0.8758776744186046,0.8714982860465117,0.8714982860465117,0.8714982860465117,0.8671407946162791,0.8671407946162791,0.8671407946162791,0.8628050906431977,0.8628050906431977,0.8628050906431977,0.8584910651899816,0.8584910651899816,0.8584910651899816,0.8541986098640317,0.8541986098640317,0.8541986098640317,0.8499276168147115,0.8499276168147115,0.8499276168147115,0.8499276168147115,0.8499276168147115,0.8499276168147115,0.845677978730638,0.845677978730638,0.845677978730638,0.8414495888369848,0.8414495888369848,0.8414495888369848,0.8372423408927999,0.8372423408927999,0.8372423408927999
Audio and Video Technicians,27-4011.00,0.5788297674418605,0.5788297674418605,0.5788297674418605,0.6260169767441861,0.6141400550586974,0.6260169767441861,0.6308991872093024,0.6228868918604652,0.6308991872093024,0.6277446912732558,0.6277446912732558,0.6277446912732558,0.6246059678168895,0.6246059678168895,0.6246059678168895,0.6214829379778051,0.6214829379778051,0.6214829379778051,0.6183755232879161,0.6183755232879161,0.6183755232879161,0.6152836456714764,0.6152836456714764,0.6152836456714764,0.6122072274431191,0.6122072274431191,0.6122072274431191,0.6091461913059035,0.6091461913059035,0.6091461913059035,0.606100460349374,0.606100460349374,0.606100460349374,0.6030699580476271,0.6030699580476271,0.6030699580476271,India,0.5231498010636668,0.9346859838242358,0.5788297674418605,0.5788297674418605,0.5788297674418605,0.6260169767441861,0.6141400550586974,0.6260169767441861,0.6308991872093024,0.6228868918604652,0.6308991872093024,0.6277446912732558,0.6277446912732558,0.6277446912732558,0.6246059678168895,0.6246059678168895,0.6246059678168895,0.6214829379778051,0.6214829379778051,0.6214829379778051,0.6183755232879161,0.6183755232879161,0.6183755232879161,0.6152836456714764,0.6152836456714764,0.6152836456714764,0.6152836456714764,0.6152836456714764,0.6152836456714764,0.6122072274431191,0.6122072274431191,0.6122072274431191,0.6091461913059035,0.6091461913059035,0.6091461913059035,0.606100460349374,0.606100460349374,0.606100460349374
Audiologists,29-1181.00,0.7343739534883721,0.7343739534883721,0.7343739534883721,0.7942413953488372,0.7792134977687003,0.7942413953488372,0.7902701883720931,0.7902701883720931,0.7902701883720931,0.7863188374302326,0.7863188374302326,0.7863188374302326,0.7823872432430813,0.7823872432430813,0.7823872432430813,0.778475307026866,0.778475307026866,0.778475307026866,0.7745829304917317,0.7745829304917317,0.7745829304917317,0.7707100158392729,0.7707100158392729,0.7707100158392729,0.7668564657600766,0.7668564657600766,0.7668564657600766,0.7630221834312761,0.7630221834312761,0.7630221834312761,0.7592070725141198,0.7592070725141198,0.7592070725141198,0.7554110371515492,0.7554110371515492,0.7554110371515492,India,0.5231498010636668,0.9346859838242358,0.7343739534883721,0.7343739534883721,0.7343739534883721,0.7942413953488372,0.7792134977687003,0.7942413953488372,0.7902701883720931,0.7902701883720931,0.7902701883720931,0.7863188374302326,0.7863188374302326,0.7863188374302326,0.7823872432430813,0.7823872432430813,0.7823872432430813,0.778475307026866,0.778475307026866,0.778475307026866,0.7745829304917317,0.7745829304917317,0.7745829304917317,0.7707100158392729,0.7707100158392729,0.7707100158392729,0.7707100158392729,0.7707100158392729,0.7707100158392729,0.7668564657600766,0.7668564657600766,0.7668564657600766,0.7630221834312761,0.7630221834312761,0.7630221834312761,0.7592070725141198,0.7592070725141198,0.7592070725141198
Audiovisual Equipment Installers and Repairers,49-2097.00,0.5246120930232558,0.5246120930232558,0.5246120930232558,0.5760448262441412,0.5579793792163976,0.5951929974506309,0.6222882720930234,0.5929462663952821,0.6222882720930234,0.6191768307325582,0.6191768307325582,0.6191768307325582,0.6160809465788954,0.6160809465788954,0.6160809465788954,0.613000541846001,0.613000541846001,0.613000541846001,0.609935539136771,0.609935539136771,0.609935539136771,0.606885861441087,0.606885861441087,0.606885861441087,0.6038514321338816,0.6038514321338816,0.6038514321338816,0.6008321749732122,0.6008321749732122,0.6008321749732122,0.5978280140983462,0.5978280140983462,0.5978280140983462,0.5948388740278544,0.5948388740278544,0.5948388740278544,India,0.5231498010636668,0.9346859838242358,0.5246120930232558,0.5246120930232558,0.5246120930232558,0.5760448262441412,0.5579793792163976,0.5951929974506309,0.6222882720930234,0.5929462663952821,0.6222882720930234,0.6191768307325582,0.6191768307325582,0.6191768307325582,0.6160809465788954,0.6160809465788954,0.6160809465788954,0.613000541846001,0.613000541846001,0.613000541846001,0.609935539136771,0.609935539136771,0.609935539136771,0.606885861441087,0.606885861441087,0.606885861441087,0.606885861441087,0.606885861441087,0.606885861441087,0.6038514321338816,0.6038514321338816,0.6038514321338816,0.6008321749732122,0.6008321749732122,0.6008321749732122,0.5978280140983462,0.5978280140983462,0.5978280140983462
Automotive Body and Related Repairers,49-3021.00,0.46075,0.46075,0.46075,0.5031226776586187,0.4880652387072601,0.518884194418518,0.5444677023255814,0.5173535365130433,0.5444677023255814,0.5417453638139534,0.5417453638139534,0.5417453638139534,0.5390366369948837,0.5390366369948837,0.5390366369948837,0.5363414538099093,0.5363414538099093,0.5363414538099093,0.5336597465408598,0.5336597465408598,0.5336597465408598,0.5309914478081554,0.5309914478081554,0.5309914478081554,0.5283364905691147,0.5283364905691147,0.5283364905691147,0.525694808116269,0.525694808116269,0.525694808116269,0.5230663340756877,0.5230663340756877,0.5230663340756877,0.5204510024053093,0.5204510024053093,0.5204510024053093,India,0.5231498010636668,0.9346859838242358,0.46075,0.46075,0.46075,0.5031226776586187,0.4880652387072601,0.518884194418518,0.5444677023255814,0.5173535365130433,0.5444677023255814,0.5417453638139534,0.5417453638139534,0.5417453638139534,0.5390366369948837,0.5390366369948837,0.5390366369948837,0.5363414538099093,0.5363414538099093,0.5363414538099093,0.5336597465408598,0.5336597465408598,0.5336597465408598,0.5309914478081554,0.5309914478081554,0.5309914478081554,0.5309914478081554,0.5309914478081554,0.5309914478081554,0.5283364905691147,0.5283364905691147,0.5283364905691147,0.525694808116269,0.525694808116269,0.525694808116269,0.5230663340756877,0.5230663340756877,0.5230663340756877
Automotive Engineering Technicians,17-3027.01,0.608226976744186,0.608226976744186,0.608226976744186,0.6578106976744186,0.6453642149682034,0.6578106976744186,0.6545216441860465,0.6545216441860465,0.6545216441860465,0.6512490359651163,0.6512490359651163,0.6512490359651163,0.6479927907852907,0.6479927907852907,0.6479927907852907,0.6447528268313643,0.6447528268313643,0.6447528268313643,0.6415290626972074,0.6415290626972074,0.6415290626972074,0.6383214173837214,0.6383214173837214,0.6383214173837214,0.6351298102968027,0.6351298102968027,0.6351298102968027,0.6319541612453187,0.6319541612453187,0.6319541612453187,0.6287943904390921,0.6287943904390921,0.6287943904390921,0.6256504184868966,0.6256504184868966,0.6256504184868966,India,0.5231498010636668,0.9346859838242358,0.608226976744186,0.608226976744186,0.608226976744186,0.6578106976744186,0.6453642149682034,0.6578106976744186,0.6545216441860465,0.6545216441860465,0.6545216441860465,0.6512490359651163,0.6512490359651163,0.6512490359651163,0.6479927907852907,0.6479927907852907,0.6479927907852907,0.6447528268313643,0.6447528268313643,0.6447528268313643,0.6415290626972074,0.6415290626972074,0.6415290626972074,0.6383214173837214,0.6383214173837214,0.6383214173837214,0.6383214173837214,0.6383214173837214,0.6383214173837214,0.6351298102968027,0.6351298102968027,0.6351298102968027,0.6319541612453187,0.6319541612453187,0.6319541612453187,0.6287943904390921,0.6287943904390921,0.6287943904390921
Automotive Engineers,17-2141.02,0.7215367441860464,0.7215367441860464,0.7215367441860464,0.7803576744186046,0.7655525695571637,0.7803576744186046,0.7764558860465116,0.7764558860465116,0.7764558860465116,0.7725736066162789,0.7725736066162789,0.7725736066162789,0.7687107385831975,0.7687107385831975,0.7687107385831975,0.7648671848902816,0.7648671848902816,0.7648671848902816,0.7610428489658302,0.7610428489658302,0.7610428489658302,0.757237634721001,0.757237634721001,0.757237634721001,0.753451446547396,0.753451446547396,0.753451446547396,0.749684189314659,0.749684189314659,0.749684189314659,0.7459357683680857,0.7459357683680857,0.7459357683680857,0.7422060895262452,0.7422060895262452,0.7422060895262452,India,0.5231498010636668,0.9346859838242358,0.7215367441860464,0.7215367441860464,0.7215367441860464,0.7803576744186046,0.7655525695571637,0.7803576744186046,0.7764558860465116,0.7764558860465116,0.7764558860465116,0.7725736066162789,0.7725736066162789,0.7725736066162789,0.7687107385831975,0.7687107385831975,0.7687107385831975,0.7648671848902816,0.7648671848902816,0.7648671848902816,0.7610428489658302,0.7610428489658302,0.7610428489658302,0.757237634721001,0.757237634721001,0.757237634721001,0.757237634721001,0.757237634721001,0.757237634721001,0.753451446547396,0.753451446547396,0.753451446547396,0.749684189314659,0.749684189314659,0.749684189314659,0.7459357683680857,0.7459357683680857,0.7459357683680857
Automotive Glass Installers and Repairers,49-3022.00,0.44344,0.44344,0.44344,0.4795899999999999,0.4701500476188565,0.4795899999999999,0.478445971921457,0.47719205,0.4944138802325581,0.4919418108313954,0.4782242429811115,0.4919418108313954,0.4894821017772384,0.4894821017772384,0.4894821017772384,0.4870346912683522,0.4870346912683522,0.4870346912683522,0.4845995178120104,0.4845995178120104,0.4845995178120104,0.4821765202229504,0.4821765202229504,0.4821765202229504,0.4797656376218356,0.4797656376218356,0.4797656376218356,0.4773668094337264,0.4773668094337264,0.4773668094337264,0.4749799753865578,0.4749799753865578,0.4749799753865578,0.472605075509625,0.472605075509625,0.472605075509625,India,0.5231498010636668,0.9346859838242358,0.44344,0.44344,0.44344,0.4795899999999999,0.4701500476188565,0.4795899999999999,0.478445971921457,0.47719205,0.4944138802325581,0.4919418108313954,0.4782242429811115,0.4919418108313954,0.4894821017772384,0.4894821017772384,0.4894821017772384,0.4870346912683522,0.4870346912683522,0.4870346912683522,0.4845995178120104,0.4845995178120104,0.4845995178120104,0.4821765202229504,0.4821765202229504,0.4821765202229504,0.4821765202229504,0.4821765202229504,0.4821765202229504,0.4797656376218356,0.4797656376218356,0.4797656376218356,0.4773668094337264,0.4773668094337264,0.4773668094337264,0.4749799753865578,0.4749799753865578,0.4749799753865578
Automotive Service Technicians and Mechanics,49-3023.00,0.5617134883720931,0.5617134883720931,0.5617134883720931,0.6085214321038487,0.595979633529646,0.6275848159995963,0.6585277918604652,0.6257335018329696,0.6585277918604652,0.6552351529011629,0.6552351529011629,0.6552351529011629,0.651958977136657,0.651958977136657,0.651958977136657,0.6486991822509738,0.6486991822509738,0.6486991822509738,0.6454556863397188,0.6454556863397188,0.6454556863397188,0.6422284079080203,0.6422284079080203,0.6422284079080203,0.6390172658684802,0.6390172658684802,0.6390172658684802,0.6358221795391378,0.6358221795391378,0.6358221795391378,0.632643068641442,0.632643068641442,0.632643068641442,0.6294798532982349,0.6294798532982349,0.6294798532982349,India,0.5231498010636668,0.9346859838242358,0.5617134883720931,0.5617134883720931,0.5617134883720931,0.6085214321038487,0.595979633529646,0.6275848159995963,0.6585277918604652,0.6257335018329696,0.6585277918604652,0.6552351529011629,0.6552351529011629,0.6552351529011629,0.651958977136657,0.651958977136657,0.651958977136657,0.6486991822509738,0.6486991822509738,0.6486991822509738,0.6454556863397188,0.6454556863397188,0.6454556863397188,0.6422284079080203,0.6422284079080203,0.6422284079080203,0.6422284079080203,0.6422284079080203,0.6422284079080203,0.6390172658684802,0.6390172658684802,0.6390172658684802,0.6358221795391378,0.6358221795391378,0.6358221795391378,0.632643068641442,0.632643068641442,0.632643068641442
Automotive and Watercraft Service Attendants,53-6031.00,0.477337,0.477337,0.477337,0.51541,0.5073349912890532,0.51541,0.5128329500000001,0.5128329500000001,0.5128329500000001,0.5102687852500001,0.5102687852500001,0.5102687852500001,0.50771744132375,0.50771744132375,0.50771744132375,0.5051788541171313,0.5051788541171313,0.5051788541171313,0.5026529598465456,0.5026529598465456,0.5026529598465456,0.5001396950473128,0.5001396950473128,0.5001396950473128,0.4976389965720763,0.4976389965720763,0.4976389965720763,0.4951508015892158,0.4951508015892158,0.4951508015892158,0.4926750475812698,0.4926750475812698,0.4926750475812698,0.4902116723433635,0.4902116723433635,0.4902116723433635,India,0.5231498010636668,0.9346859838242358,0.477337,0.477337,0.477337,0.51541,0.5073349912890532,0.51541,0.5128329500000001,0.5128329500000001,0.5128329500000001,0.5102687852500001,0.5102687852500001,0.5102687852500001,0.50771744132375,0.50771744132375,0.50771744132375,0.5051788541171313,0.5051788541171313,0.5051788541171313,0.5026529598465456,0.5026529598465456,0.5026529598465456,0.5001396950473128,0.5001396950473128,0.5001396950473128,0.5001396950473128,0.5001396950473128,0.5001396950473128,0.4976389965720763,0.4976389965720763,0.4976389965720763,0.4951508015892158,0.4951508015892158,0.4951508015892158,0.4926750475812698,0.4926750475812698,0.4926750475812698
Aviation Inspectors,53-6051.01,0.657906976744186,0.657906976744186,0.657906976744186,0.7115406976744185,0.6980412025229149,0.7115406976744185,0.7079829941860465,0.7079829941860465,0.7079829941860465,0.7044430792151162,0.7044430792151162,0.7044430792151162,0.7009208638190406,0.7009208638190406,0.7009208638190406,0.6974162594999455,0.6974162594999455,0.6974162594999455,0.6939291782024457,0.6939291782024457,0.6939291782024457,0.6904595323114334,0.6904595323114334,0.6904595323114334,0.6870072346498762,0.6870072346498762,0.6870072346498762,0.6835721984766269,0.6835721984766269,0.6835721984766269,0.6801543374842438,0.6801543374842438,0.6801543374842438,0.6767535657968226,0.6767535657968226,0.6767535657968226,India,0.5231498010636668,0.9346859838242358,0.657906976744186,0.657906976744186,0.657906976744186,0.7115406976744185,0.6980412025229149,0.7115406976744185,0.7079829941860465,0.7079829941860465,0.7079829941860465,0.7044430792151162,0.7044430792151162,0.7044430792151162,0.7009208638190406,0.7009208638190406,0.7009208638190406,0.6974162594999455,0.6974162594999455,0.6974162594999455,0.6939291782024457,0.6939291782024457,0.6939291782024457,0.6904595323114334,0.6904595323114334,0.6904595323114334,0.6904595323114334,0.6904595323114334,0.6904595323114334,0.6870072346498762,0.6870072346498762,0.6870072346498762,0.6835721984766269,0.6835721984766269,0.6835721984766269,0.6801543374842438,0.6801543374842438,0.6801543374842438
