Occupation,Code,Vulnerability_Median_2024,Vulnerability_p05_2024,Vulnerability_p95_2024,Vulnerability_Median_2025,Vulnerability_p05_2025,Vulnerability_p95_2025,Vulnerability_Median_2026,Vulnerability_p05_2026,Vulnerability_p95_2026,Vulnerability_Median_2027,Vulnerability_p05_2027,Vulnerability_p95_2027,Vulnerability_Median_2028,Vulnerability_p05_2028,Vulnerability_p95_2028,Vulnerability_Median_2029,Vulnerability_p05_2029,Vulnerability_p95_2029,Vulnerability_Median_2030,Vulnerability_p05_2030,Vulnerability_p95_2030,Vulnerability_Median_2031,Vulnerability_p05_2031,Vulnerability_p95_2031,Vulnerability_Median_2032,Vulnerability_p05_2032,Vulnerability_p95_2032,Vulnerability_Median_2033,Vulnerability_p05_2033,Vulnerability_p95_2033,Vulnerability_Median_2034,Vulnerability_p05_2034,Vulnerability_p95_2034,Vulnerability_Median_2035,Vulnerability_p05_2035,Vulnerability_p95_2035,Country,Capacity_Score,Adoption_Multiplier,Adjusted_Vulnerability_Median_2024,Adjusted_Vulnerability_p05_2024,Adjusted_Vulnerability_p95_2024,Adjusted_Vulnerability_Median_2025,Adjusted_Vulnerability_p05_2025,Adjusted_Vulnerability_p95_2025,Adjusted_Vulnerability_Median_2026,Adjusted_Vulnerability_p05_2026,Adjusted_Vulnerability_p95_2026,Adjusted_Vulnerability_Median_2027,Adjusted_Vulnerability_p05_2027,Adjusted_Vulnerability_p95_2027,Adjusted_Vulnerability_Median_2028,Adjusted_Vulnerability_p05_2028,Adjusted_Vulnerability_p95_2028,Adjusted_Vulnerability_Median_2029,Adjusted_Vulnerability_p05_2029,Adjusted_Vulnerability_p95_2029,Adjusted_Vulnerability_Median_2030,Adjusted_Vulnerability_p05_2030,Adjusted_Vulnerability_p95_2030,Adjusted_Vulnerability_Median_2031,Adjusted_Vulnerability_p05_2031,Adjusted_Vulnerability_p95_2031,Adjusted_Vulnerability_Median_2032,Adjusted_Vulnerability_p05_2032,Adjusted_Vulnerability_p95_2032,Adjusted_Vulnerability_Median_2033,Adjusted_Vulnerability_p05_2033,Adjusted_Vulnerability_p95_2033,Adjusted_Vulnerability_Median_2034,Adjusted_Vulnerability_p05_2034,Adjusted_Vulnerability_p95_2034,Adjusted_Vulnerability_Median_2035,Adjusted_Vulnerability_p05_2035,Adjusted_Vulnerability_p95_2035
Tax Preparers,13-2082.00,0.657906976744186,0.657906976744186,0.657906976744186,0.7115406976744185,0.6980775858404479,0.7115406976744185,0.7079829941860465,0.7079829941860465,0.7079829941860465,0.7044430792151162,0.7044430792151162,0.7044430792151162,0.7009208638190406,0.7009208638190406,0.7009208638190406,0.6974162594999455,0.6974162594999455,0.6974162594999455,0.6939291782024457,0.6939291782024457,0.6939291782024457,0.6904595323114334,0.6904595323114334,0.6904595323114334,0.6870072346498762,0.6870072346498762,0.6870072346498762,0.6835721984766269,0.6835721984766269,0.6835721984766269,0.6801543374842438,0.6801543374842438,0.6801543374842438,0.6767535657968226,0.6767535657968226,0.6767535657968226,India,0.5231498010636668,0.9346859838242358,0.657906976744186,0.657906976744186,0.657906976744186,0.7115406976744185,0.6980775858404479,0.7115406976744185,0.7079829941860465,0.7079829941860465,0.7079829941860465,0.7044430792151162,0.7044430792151162,0.7044430792151162,0.7009208638190406,0.7009208638190406,0.7009208638190406,0.6974162594999455,0.6974162594999455,0.6974162594999455,0.6939291782024457,0.6939291782024457,0.6939291782024457,0.6904595323114334,0.6904595323114334,0.6904595323114334,0.6904595323114334,0.6904595323114334,0.6904595323114334,0.6870072346498762,0.6870072346498762,0.6870072346498762,0.6835721984766269,0.6835721984766269,0.6835721984766269,0.6801543374842438,0.6801543374842438,0.6801543374842438
"Teaching Assistants, Postsecondary",25-9044.00,0.6584632558139536,0.6584632558139536,0.6584632558139536,0.7121423255813955,0.6986678303032725,0.7121423255813955,0.7085816139534885,0.7085816139534885,0.7085816139534885,0.7050387058837211,0.7050387058837211,0.7050387058837211,0.7015135123543024,0.7015135123543024,0.7015135123543024,0.6980059447925309,0.6980059447925309,0.6980059447925309,0.6945159150685682,0.6945159150685682,0.6945159150685682,0.6910433354932254,0.6910433354932254,0.6910433354932254,0.6875881188157592,0.6875881188157592,0.6875881188157592,0.6841501782216804,0.6841501782216804,0.6841501782216804,0.6807294273305721,0.6807294273305721,0.6807294273305721,0.6773257801939192,0.6773257801939192,0.6773257801939192,India,0.5231498010636668,0.9346859838242358,0.6584632558139536,0.6584632558139536,0.6584632558139536,0.7121423255813955,0.6986678303032725,0.7121423255813955,0.7085816139534885,0.7085816139534885,0.7085816139534885,0.7050387058837211,0.7050387058837211,0.7050387058837211,0.7015135123543024,0.7015135123543024,0.7015135123543024,0.6980059447925309,0.6980059447925309,0.6980059447925309,0.6945159150685682,0.6945159150685682,0.6945159150685682,0.6910433354932254,0.6910433354932254,0.6910433354932254,0.6910433354932254,0.6910433354932254,0.6910433354932254,0.6875881188157592,0.6875881188157592,0.6875881188157592,0.6841501782216804,0.6841501782216804,0.6841501782216804,0.6807294273305721,0.6807294273305721,0.6807294273305721
"Teaching Assistants, Preschool, Elementary, Middle, and Secondary School, Except Special Education",25-9042.00,0.6043754186046513,0.6043754186046513,0.6043754186046513,0.6525811627906978,0.6402053889312629,0.6525811627906978,0.6493182569767443,0.6493182569767443,0.6493182569767443,0.6460716656918606,0.6460716656918606,0.6460716656918606,0.6428413073634012,0.6428413073634012,0.6428413073634012,0.6396271008265842,0.6396271008265842,0.6396271008265842,0.6364289653224513,0.6364289653224513,0.6364289653224513,0.633246820495839,0.633246820495839,0.633246820495839,0.6300805863933598,0.6300805863933598,0.6300805863933598,0.6269301834613931,0.6269301834613931,0.6269301834613931,0.623795532544086,0.623795532544086,0.623795532544086,0.6206765548813656,0.6206765548813656,0.6206765548813656,India,0.5231498010636668,0.9346859838242358,0.6043754186046513,0.6043754186046513,0.6043754186046513,0.6525811627906978,0.6402053889312629,0.6525811627906978,0.6493182569767443,0.6493182569767443,0.6493182569767443,0.6460716656918606,0.6460716656918606,0.6460716656918606,0.6428413073634012,0.6428413073634012,0.6428413073634012,0.6396271008265842,0.6396271008265842,0.6396271008265842,0.6364289653224513,0.6364289653224513,0.6364289653224513,0.633246820495839,0.633246820495839,0.633246820495839,0.633246820495839,0.633246820495839,0.633246820495839,0.6300805863933598,0.6300805863933598,0.6300805863933598,0.6269301834613931,0.6269301834613931,0.6269301834613931,0.623795532544086,0.623795532544086,0.623795532544086
"Teaching Assistants, Special Education",25-9043.00,0.6038182325581395,0.6038182325581395,0.6038182325581395,0.6519795348837208,0.6396151705030586,0.6519795348837208,0.6487196372093023,0.6487196372093023,0.6487196372093023,0.6454760390232558,0.6454760390232558,0.6454760390232558,0.6422486588281394,0.6422486588281394,0.6422486588281394,0.6390374155339987,0.6390374155339987,0.6390374155339987,0.6358422284563288,0.6358422284563288,0.6358422284563288,0.6326630173140471,0.6326630173140471,0.6326630173140471,0.6294997022274769,0.6294997022274769,0.6294997022274769,0.6263522037163395,0.6263522037163395,0.6263522037163395,0.6232204426977578,0.6232204426977578,0.6232204426977578,0.620104340484269,0.620104340484269,0.620104340484269,India,0.5231498010636668,0.9346859838242358,0.6038182325581395,0.6038182325581395,0.6038182325581395,0.6519795348837208,0.6396151705030586,0.6519795348837208,0.6487196372093023,0.6487196372093023,0.6487196372093023,0.6454760390232558,0.6454760390232558,0.6454760390232558,0.6422486588281394,0.6422486588281394,0.6422486588281394,0.6390374155339987,0.6390374155339987,0.6390374155339987,0.6358422284563288,0.6358422284563288,0.6358422284563288,0.6326630173140471,0.6326630173140471,0.6326630173140471,0.6326630173140471,0.6326630173140471,0.6326630173140471,0.6294997022274769,0.6294997022274769,0.6294997022274769,0.6263522037163395,0.6263522037163395,0.6263522037163395,0.6232204426977578,0.6232204426977578,0.6232204426977578
Team Assemblers,51-2092.00,0.477337,0.477337,0.477337,0.51541,0.5056355873007216,0.51541,0.5128329500000001,0.5128329500000001,0.5128329500000001,0.5102687852500001,0.5102687852500001,0.5102687852500001,0.50771744132375,0.50771744132375,0.50771744132375,0.5051788541171313,0.5051788541171313,0.5051788541171313,0.5026529598465456,0.5026529598465456,0.5026529598465456,0.5001396950473128,0.5001396950473128,0.5001396950473128,0.4976389965720763,0.4976389965720763,0.4976389965720763,0.4951508015892158,0.4951508015892158,0.4951508015892158,0.4926750475812698,0.4926750475812698,0.4926750475812698,0.4902116723433635,0.4902116723433635,0.4902116723433635,India,0.5231498010636668,0.9346859838242358,0.477337,0.477337,0.477337,0.51541,0.5056355873007216,0.51541,0.5128329500000001,0.5128329500000001,0.5128329500000001,0.5102687852500001,0.5102687852500001,0.5102687852500001,0.50771744132375,0.50771744132375,0.50771744132375,0.5051788541171313,0.5051788541171313,0.5051788541171313,0.5026529598465456,0.5026529598465456,0.5026529598465456,0.5001396950473128,0.5001396950473128,0.5001396950473128,0.5001396950473128,0.5001396950473128,0.5001396950473128,0.4976389965720763,0.4976389965720763,0.4976389965720763,0.4951508015892158,0.4951508015892158,0.4951508015892158,0.4926750475812698,0.4926750475812698,0.4926750475812698
Technical Writers,27-3042.00,0.8406223023255813,0.8406223023255813,0.8406223023255813,0.9076713953488372,0.8920327745211986,0.9076713953488372,0.903133038372093,0.903133038372093,0.903133038372093,0.8986173731802325,0.8986173731802325,0.8986173731802325,0.8941242863143313,0.8941242863143313,0.8941242863143313,0.8896536648827597,0.8896536648827597,0.8896536648827597,0.885205396558346,0.885205396558346,0.885205396558346,0.8807793695755541,0.8807793695755541,0.8807793695755541,0.8763754727276764,0.8763754727276764,0.8763754727276764,0.871993595364038,0.871993595364038,0.871993595364038,0.8676336273872178,0.8676336273872178,0.8676336273872178,0.8632954592502817,0.8632954592502817,0.8632954592502817,India,0.5231498010636668,0.9346859838242358,0.8406223023255813,0.8406223023255813,0.8406223023255813,0.9076713953488372,0.8920327745211986,0.9076713953488372,0.903133038372093,0.903133038372093,0.903133038372093,0.8986173731802325,0.8986173731802325,0.8986173731802325,0.8941242863143313,0.8941242863143313,0.8941242863143313,0.8896536648827597,0.8896536648827597,0.8896536648827597,0.885205396558346,0.885205396558346,0.885205396558346,0.8807793695755541,0.8807793695755541,0.8807793695755541,0.8807793695755541,0.8807793695755541,0.8807793695755541,0.8763754727276764,0.8763754727276764,0.8763754727276764,0.871993595364038,0.871993595364038,0.871993595364038,0.8676336273872178,0.8676336273872178,0.8676336273872178
Telecommunications Engineering Specialists,15-1241.01,0.6006465581395349,0.6006465581395349,0.6006465581395349,0.6485548837209303,0.6362835309247504,0.6485548837209303,0.6453121093023256,0.6453121093023256,0.6453121093023256,0.642085548755814,0.642085548755814,0.642085548755814,0.6388751210120349,0.6388751210120349,0.6388751210120349,0.6356807454069747,0.6356807454069747,0.6356807454069747,0.6325023416799399,0.6325023416799399,0.6325023416799399,0.6293398299715401,0.6293398299715401,0.6293398299715401,0.6261931308216825,0.6261931308216825,0.6261931308216825,0.623062165167574,0.623062165167574,0.623062165167574,0.6199468543417361,0.6199468543417361,0.6199468543417361,0.6168471200700274,0.6168471200700274,0.6168471200700274,India,0.5231498010636668,0.9346859838242358,0.6006465581395349,0.6006465581395349,0.6006465581395349,0.6485548837209303,0.6362835309247504,0.6485548837209303,0.6453121093023256,0.6453121093023256,0.6453121093023256,0.642085548755814,0.642085548755814,0.642085548755814,0.6388751210120349,0.6388751210120349,0.6388751210120349,0.6356807454069747,0.6356807454069747,0.6356807454069747,0.6325023416799399,0.6325023416799399,0.6325023416799399,0.6293398299715401,0.6293398299715401,0.6293398299715401,0.6293398299715401,0.6293398299715401,0.6293398299715401,0.6261931308216825,0.6261931308216825,0.6261931308216825,0.623062165167574,0.623062165167574,0.623062165167574,0.6199468543417361,0.6199468543417361,0.6199468543417361
"Telecommunications Equipment Installers and Repairers, Except Line Installers",49-2022.00,0.5953897674418606,0.5953897674418606,0.5953897674418606,0.6439269767441861,0.6317102628880547,0.6451403700506829,0.6763482418604653,0.6427192794575685,0.6763482418604653,0.6729665006511629,0.6729665006511629,0.6729665006511629,0.669601668147907,0.669601668147907,0.669601668147907,0.6662536598071676,0.6662536598071676,0.6662536598071676,0.6629223915081317,0.6629223915081317,0.6629223915081317,0.659607779550591,0.659607779550591,0.659607779550591,0.656309740652838,0.656309740652838,0.656309740652838,0.6530281919495738,0.6530281919495738,0.6530281919495738,0.649763050989826,0.649763050989826,0.649763050989826,0.6465142357348769,0.6465142357348769,0.6465142357348769,India,0.5231498010636668,0.9346859838242358,0.5953897674418606,0.5953897674418606,0.5953897674418606,0.6439269767441861,0.6317102628880547,0.6451403700506829,0.6763482418604653,0.6427192794575685,0.6763482418604653,0.6729665006511629,0.6729665006511629,0.6729665006511629,0.669601668147907,0.669601668147907,0.669601668147907,0.6662536598071676,0.6662536598071676,0.6662536598071676,0.6629223915081317,0.6629223915081317,0.6629223915081317,0.659607779550591,0.659607779550591,0.659607779550591,0.659607779550591,0.659607779550591,0.659607779550591,0.656309740652838,0.656309740652838,0.656309740652838,0.6530281919495738,0.6530281919495738,0.6530281919495738,0.649763050989826,0.649763050989826,0.649763050989826
Telecommunications Line Installers and Repairers,49-9052.00,0.4851181395348837,0.4851181395348837,0.4851181395348837,0.5246658139534883,0.5147117471871406,0.5246658139534883,0.522042484883721,0.522042484883721,0.522042484883721,0.5194322724593023,0.5194322724593023,0.5194322724593023,0.5168351110970058,0.5168351110970058,0.5168351110970058,0.5142509355415208,0.5142509355415208,0.5142509355415208,0.5116796808638132,0.5116796808638132,0.5116796808638132,0.5091212824594941,0.5091212824594941,0.5091212824594941,0.5065756760471967,0.5065756760471967,0.5065756760471967,0.5040427976669606,0.5040427976669606,0.5040427976669606,0.5015225836786258,0.5015225836786258,0.5015225836786258,0.4990149707602326,0.4990149707602326,0.4990149707602326,India,0.5231498010636668,0.9346859838242358,0.4851181395348837,0.4851181395348837,0.4851181395348837,0.5246658139534883,0.5147117471871406,0.5246658139534883,0.522042484883721,0.522042484883721,0.522042484883721,0.5194322724593023,0.5194322724593023,0.5194322724593023,0.5168351110970058,0.5168351110970058,0.5168351110970058,0.5142509355415208,0.5142509355415208,0.5142509355415208,0.5116796808638132,0.5116796808638132,0.5116796808638132,0.5091212824594941,0.5091212824594941,0.5091212824594941,0.5091212824594941,0.5091212824594941,0.5091212824594941,0.5065756760471967,0.5065756760471967,0.5065756760471967,0.5040427976669606,0.5040427976669606,0.5040427976669606,0.5015225836786258,0.5015225836786258,0.5015225836786258
Telemarketers,41-9041.00,0.6839505581395349,0.6839505581395349,0.6839505581395349,0.715566976744186,0.7063111627906976,0.715566976744186,0.7119891418604651,0.7119891418604651,0.7119891418604651,0.7084291961511628,0.7084291961511628,0.7084291961511628,0.704887050170407,0.704887050170407,0.704887050170407,0.7013626149195549,0.7013626149195549,0.7013626149195549,0.6978558018449572,0.6978558018449572,0.6978558018449572,0.6943665228357323,0.6943665228357323,0.6943665228357323,0.6908946902215537,0.6908946902215537,0.6908946902215537,0.6874402167704459,0.6874402167704459,0.6874402167704459,0.6840030156865937,0.6840030156865937,0.6840030156865937,0.6805830006081607,0.6805830006081607,0.6805830006081607,India,0.5231498010636668,0.9346859838242358,0.6839505581395349,0.6839505581395349,0.6839505581395349,0.715566976744186,0.7063111627906976,0.715566976744186,0.7119891418604651,0.7119891418604651,0.7119891418604651,0.7084291961511628,0.7084291961511628,0.7084291961511628,0.704887050170407,0.704887050170407,0.704887050170407,0.7013626149195549,0.7013626149195549,0.7013626149195549,0.6978558018449572,0.6978558018449572,0.6978558018449572,0.6943665228357323,0.6943665228357323,0.6943665228357323,0.6943665228357323,0.6943665228357323,0.6943665228357323,0.6908946902215537,0.6908946902215537,0.6908946902215537,0.6874402167704459,0.6874402167704459,0.6874402167704459,0.6840030156865937,0.6840030156865937,0.6840030156865937
Telephone Operators,43-2021.00,0.6375494186046511,0.6375494186046511,0.6375494186046511,0.6884011627906975,0.6753460861181854,0.6884011627906975,0.6849591569767441,0.6849591569767441,0.6849591569767441,0.6815343611918604,0.6815343611918604,0.6815343611918604,0.678126689385901,0.678126689385901,0.678126689385901,0.6747360559389716,0.6747360559389716,0.6747360559389716,0.6713623756592767,0.6713623756592767,0.6713623756592767,0.6680055637809803,0.6680055637809803,0.6680055637809803,0.6646655359620753,0.6646655359620753,0.6646655359620753,0.661342208282265,0.661342208282265,0.661342208282265,0.6580354972408536,0.6580354972408536,0.6580354972408536,0.6547453197546493,0.6547453197546493,0.6547453197546493,India,0.5231498010636668,0.9346859838242358,0.6375494186046511,0.6375494186046511,0.6375494186046511,0.6884011627906975,0.6753460861181854,0.6884011627906975,0.6849591569767441,0.6849591569767441,0.6849591569767441,0.6815343611918604,0.6815343611918604,0.6815343611918604,0.678126689385901,0.678126689385901,0.678126689385901,0.6747360559389716,0.6747360559389716,0.6747360559389716,0.6713623756592767,0.6713623756592767,0.6713623756592767,0.6680055637809803,0.6680055637809803,0.6680055637809803,0.6680055637809803,0.6680055637809803,0.6680055637809803,0.6646655359620753,0.6646655359620753,0.6646655359620753,0.661342208282265,0.661342208282265,0.661342208282265,0.6580354972408536,0.6580354972408536,0.6580354972408536
Tellers,43-3071.00,0.5712014186046512,0.5712014186046512,0.5712014186046512,0.6167611627906977,0.6050646917443401,0.6167611627906977,0.6136773569767443,0.6136773569767443,0.6136773569767443,0.6106089701918606,0.6106089701918606,0.6106089701918606,0.6075559253409012,0.6075559253409012,0.6075559253409012,0.6045181457141967,0.6045181457141967,0.6045181457141967,0.6014955549856257,0.6014955549856257,0.6014955549856257,0.5984880772106975,0.5984880772106975,0.5984880772106975,0.5954956368246441,0.5954956368246441,0.5954956368246441,0.5925181586405208,0.5925181586405208,0.5925181586405208,0.5895555678473182,0.5895555678473182,0.5895555678473182,0.5866077900080816,0.5866077900080816,0.5866077900080816,India,0.5231498010636668,0.9346859838242358,0.5712014186046512,0.5712014186046512,0.5712014186046512,0.6167611627906977,0.6050646917443401,0.6167611627906977,0.6136773569767443,0.6136773569767443,0.6136773569767443,0.6106089701918606,0.6106089701918606,0.6106089701918606,0.6075559253409012,0.6075559253409012,0.6075559253409012,0.6045181457141967,0.6045181457141967,0.6045181457141967,0.6014955549856257,0.6014955549856257,0.6014955549856257,0.5984880772106975,0.5984880772106975,0.5984880772106975,0.5984880772106975,0.5984880772106975,0.5984880772106975,0.5954956368246441,0.5954956368246441,0.5954956368246441,0.5925181586405208,0.5925181586405208,0.5925181586405208,0.5895555678473182,0.5895555678473182,0.5895555678473182
Terrazzo Workers and Finishers,47-2053.00,0.4693220930232558,0.4693220930232558,0.4693220930232558,0.5067558139534883,0.4979593617693688,0.5067558139534883,0.504222034883721,0.504222034883721,0.504222034883721,0.5017009247093023,0.5017009247093023,0.5017009247093023,0.4991924200857557,0.4991924200857557,0.4991924200857557,0.496696457985327,0.496696457985327,0.496696457985327,0.4942129756954003,0.4942129756954003,0.4942129756954003,0.4917419108169233,0.4917419108169233,0.4917419108169233,0.4892832012628387,0.4892832012628387,0.4892832012628387,0.4868367852565245,0.4868367852565245,0.4868367852565245,0.4844026013302419,0.4844026013302419,0.4844026013302419,0.4819805883235907,0.4819805883235907,0.4819805883235907,India,0.5231498010636668,0.9346859838242358,0.4693220930232558,0.4693220930232558,0.4693220930232558,0.5067558139534883,0.4979593617693688,0.5067558139534883,0.504222034883721,0.504222034883721,0.504222034883721,0.5017009247093023,0.5017009247093023,0.5017009247093023,0.4991924200857557,0.4991924200857557,0.4991924200857557,0.496696457985327,0.496696457985327,0.496696457985327,0.4942129756954003,0.4942129756954003,0.4942129756954003,0.4917419108169233,0.4917419108169233,0.4917419108169233,0.4917419108169233,0.4917419108169233,0.4917419108169233,0.4892832012628387,0.4892832012628387,0.4892832012628387,0.4868367852565245,0.4868367852565245,0.4868367852565245,0.4844026013302419,0.4844026013302419,0.4844026013302419
Textile Bleaching and Dyeing Machine Operators and Tenders,51-6061.00,0.5520851162790698,0.5520851162790698,0.5520851162790698,0.6087150216614818,0.5890992879565735,0.6277806271880391,0.6585277918604652,0.6257295157893953,0.6585277918604652,0.6552351529011629,0.6552351529011629,0.6552351529011629,0.651958977136657,0.651958977136657,0.651958977136657,0.6486991822509738,0.6486991822509738,0.6486991822509738,0.6454556863397188,0.6454556863397188,0.6454556863397188,0.6422284079080203,0.6422284079080203,0.6422284079080203,0.6390172658684802,0.6390172658684802,0.6390172658684802,0.6358221795391378,0.6358221795391378,0.6358221795391378,0.632643068641442,0.632643068641442,0.632643068641442,0.6294798532982349,0.6294798532982349,0.6294798532982349,India,0.5231498010636668,0.9346859838242358,0.5520851162790698,0.5520851162790698,0.5520851162790698,0.6087150216614818,0.5890992879565735,0.6277806271880391,0.6585277918604652,0.6257295157893953,0.6585277918604652,0.6552351529011629,0.6552351529011629,0.6552351529011629,0.651958977136657,0.651958977136657,0.651958977136657,0.6486991822509738,0.6486991822509738,0.6486991822509738,0.6454556863397188,0.6454556863397188,0.6454556863397188,0.6422284079080203,0.6422284079080203,0.6422284079080203,0.6422284079080203,0.6422284079080203,0.6422284079080203,0.6390172658684802,0.6390172658684802,0.6390172658684802,0.6358221795391378,0.6358221795391378,0.6358221795391378,0.632643068641442,0.632643068641442,0.632643068641442
"Textile Cutting Machine Setters, Operators, and Tenders",51-6062.00,0.5622697674418605,0.5622697674418605,0.5622697674418605,0.6087150216614818,0.5966170231679528,0.6277806271880391,0.6585277918604652,0.6257295157893953,0.6585277918604652,0.6552351529011629,0.6552351529011629,0.6552351529011629,0.651958977136657,0.651958977136657,0.651958977136657,0.6486991822509738,0.6486991822509738,0.6486991822509738,0.6454556863397188,0.6454556863397188,0.6454556863397188,0.6422284079080203,0.6422284079080203,0.6422284079080203,0.6390172658684802,0.6390172658684802,0.6390172658684802,0.6358221795391378,0.6358221795391378,0.6358221795391378,0.632643068641442,0.632643068641442,0.632643068641442,0.6294798532982349,0.6294798532982349,0.6294798532982349,India,0.5231498010636668,0.9346859838242358,0.5622697674418605,0.5622697674418605,0.5622697674418605,0.6087150216614818,0.5966170231679528,0.6277806271880391,0.6585277918604652,0.6257295157893953,0.6585277918604652,0.6552351529011629,0.6552351529011629,0.6552351529011629,0.651958977136657,0.651958977136657,0.651958977136657,0.6486991822509738,0.6486991822509738,0.6486991822509738,0.6454556863397188,0.6454556863397188,0.6454556863397188,0.6422284079080203,0.6422284079080203,0.6422284079080203,0.6422284079080203,0.6422284079080203,0.6422284079080203,0.6390172658684802,0.6390172658684802,0.6390172658684802,0.6358221795391378,0.6358221795391378,0.6358221795391378,0.632643068641442,0.632643068641442,0.632643068641442
"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",51-6063.00,0.4725209302325581,0.4725209302325581,0.4725209302325581,0.5209895717178196,0.5042007750918439,0.5373075223258232,0.563623534883721,0.5355520084792811,0.563623534883721,0.5608054172093023,0.5608054172093023,0.5608054172093023,0.5580013901232558,0.5580013901232558,0.5580013901232558,0.5552113831726395,0.5552113831726395,0.5552113831726395,0.5524353262567764,0.5524353262567764,0.5524353262567764,0.5496731496254924,0.5496731496254924,0.5496731496254924,0.546924783877365,0.546924783877365,0.546924783877365,0.5441901599579781,0.5441901599579781,0.5441901599579781,0.5414692091581883,0.5414692091581883,0.5414692091581883,0.5387618631123973,0.5387618631123973,0.5387618631123973,India,0.5231498010636668,0.9346859838242358,0.4725209302325581,0.4725209302325581,0.4725209302325581,0.5209895717178196,0.5042007750918439,0.5373075223258232,0.563623534883721,0.5355520084792811,0.563623534883721,0.5608054172093023,0.5608054172093023,0.5608054172093023,0.5580013901232558,0.5580013901232558,0.5580013901232558,0.5552113831726395,0.5552113831726395,0.5552113831726395,0.5524353262567764,0.5524353262567764,0.5524353262567764,0.5496731496254924,0.5496731496254924,0.5496731496254924,0.5496731496254924,0.5496731496254924,0.5496731496254924,0.546924783877365,0.546924783877365,0.546924783877365,0.5441901599579781,0.5441901599579781,0.5441901599579781,0.5414692091581883,0.5414692091581883,0.5414692091581883
"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",51-6064.00,0.5831088372093024,0.5831088372093024,0.5831088372093024,0.6306448837209302,0.61872908483331,0.6306448837209302,0.6453121093023256,0.6274916593023256,0.6453121093023256,0.642085548755814,0.642085548755814,0.642085548755814,0.6388751210120349,0.6388751210120349,0.6388751210120349,0.6356807454069747,0.6356807454069747,0.6356807454069747,0.6325023416799399,0.6325023416799399,0.6325023416799399,0.6293398299715401,0.6293398299715401,0.6293398299715401,0.6261931308216825,0.6261931308216825,0.6261931308216825,0.623062165167574,0.623062165167574,0.623062165167574,0.6199468543417361,0.6199468543417361,0.6199468543417361,0.6168471200700274,0.6168471200700274,0.6168471200700274,India,0.5231498010636668,0.9346859838242358,0.5831088372093024,0.5831088372093024,0.5831088372093024,0.6306448837209302,0.61872908483331,0.6306448837209302,0.6453121093023256,0.6274916593023256,0.6453121093023256,0.642085548755814,0.642085548755814,0.642085548755814,0.6388751210120349,0.6388751210120349,0.6388751210120349,0.6356807454069747,0.6356807454069747,0.6356807454069747,0.6325023416799399,0.6325023416799399,0.6325023416799399,0.6293398299715401,0.6293398299715401,0.6293398299715401,0.6293398299715401,0.6293398299715401,0.6293398299715401,0.6261931308216825,0.6261931308216825,0.6261931308216825,0.623062165167574,0.623062165167574,0.623062165167574,0.6199468543417361,0.6199468543417361,0.6199468543417361
Tile and Stone Setters,47-2044.00,0.477337,0.477337,0.477337,0.51541,0.5056355873007216,0.51541,0.5128329500000001,0.5128329500000001,0.5128329500000001,0.5102687852500001,0.5102687852500001,0.5102687852500001,0.50771744132375,0.50771744132375,0.50771744132375,0.5051788541171313,0.5051788541171313,0.5051788541171313,0.5026529598465456,0.5026529598465456,0.5026529598465456,0.5001396950473128,0.5001396950473128,0.5001396950473128,0.4976389965720763,0.4976389965720763,0.4976389965720763,0.4951508015892158,0.4951508015892158,0.4951508015892158,0.4926750475812698,0.4926750475812698,0.4926750475812698,0.4902116723433635,0.4902116723433635,0.4902116723433635,India,0.5231498010636668,0.9346859838242358,0.477337,0.477337,0.477337,0.51541,0.5056355873007216,0.51541,0.5128329500000001,0.5128329500000001,0.5128329500000001,0.5102687852500001,0.5102687852500001,0.5102687852500001,0.50771744132375,0.50771744132375,0.50771744132375,0.5051788541171313,0.5051788541171313,0.5051788541171313,0.5026529598465456,0.5026529598465456,0.5026529598465456,0.5001396950473128,0.5001396950473128,0.5001396950473128,0.5001396950473128,0.5001396950473128,0.5001396950473128,0.4976389965720763,0.4976389965720763,0.4976389965720763,0.4951508015892158,0.4951508015892158,0.4951508015892158,0.4926750475812698,0.4926750475812698,0.4926750475812698
